# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
983544	Lacinutrix sp. 5H-3-7-4	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix sp. 5H-3-7-4	1,131567,2,68336,976,117743,200644,49546,291183,983544
983545	Glaciecola sp. 4H-3-7+YE-5	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola sp. 4H-3-7+YE-5	1,131567,2,1224,1236,135622,72275,89404,983545
983548	Dokdonia sp. 4H-3-7-5	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. 4H-3-7-5	1,131567,2,68336,976,117743,200644,49546,326319,983548
868864	Desulfurobacterium thermolithotrophum DSM 11699	no rank	root,cellular organisms,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,Desulfurobacterium thermolithotrophum DSM 11699	1,131567,2,200783,187857,1485951,558314,64159,64160,868864
439483	Sulfurimonas gotlandica GD1		root	1
888832	Prevotella salivae DSM 15606	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella salivae,Prevotella salivae DSM 15606	1,131567,2,68336,976,200643,171549,171552,838,228604,888832
762376	Achromobacter xylosoxidans A8	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,Achromobacter xylosoxidans A8	1,131567,2,1224,28216,80840,506,222,85698,762376
188937	Methanosarcina acetivorans C2A	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina acetivorans,Methanosarcina acetivorans C2A	1,131567,2157,28890,224756,94695,2206,2207,2214,188937
640511	Burkholderia sp. CCGE1002	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1002	1,131567,2,1224,28216,80840,119060,32008,640511
718255	Roseburia intestinalis XB6B4	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis,Roseburia intestinalis XB6B4	1,131567,2,1239,186801,186802,186803,841,166486,718255
557598	Laribacter hongkongensis HLHK9	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter hongkongensis,Laribacter hongkongensis HLHK9	1,131567,2,1224,28216,206351,1499392,168470,168471,557598
557599	Mycobacterium kansasii ATCC 12478	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium kansasii,Mycobacterium kansasii ATCC 12478	1,131567,2,201174,1760,85003,2037,85007,1762,1763,1768,557599
335541	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei,Syntrophomonas wolfei subsp. wolfei,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	1,131567,2,1239,186801,186802,68298,862,863,370885,335541
262719	Mycoplasma hyopneumoniae J	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae J	1,131567,2,544448,31969,2085,2092,2093,2099,262719
262723	Mycoplasma synoviae 53	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma synoviae,Mycoplasma synoviae 53	1,131567,2,544448,31969,2085,2092,2093,2109,262723
262724	Thermus thermophilus HB27	no rank	root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,Thermus thermophilus HB27	1,131567,2,1297,188787,68933,188786,270,274,262724
590409	Dickeya dadantii Ech586	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,Dickeya dadantii,Dickeya dadantii Ech586	1,131567,2,1224,1236,91347,543,204037,204038,590409
754252	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Propionibacterineae,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,Propionibacterium freudenreichii subsp. shermanii,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	1,131567,2,201174,1760,85003,2037,85009,31957,1743,1744,1752,754252
579137	Methanocaldococcus vulcanius M7	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus vulcanius,Methanocaldococcus vulcanius M7	1,131567,2157,28890,183939,2182,196117,196118,73913,579137
377431	Chlorobium ferrooxidans DSM 13031	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group,Chlorobium,Chlorobium ferrooxidans,Chlorobium ferrooxidans DSM 13031	1,131567,2,68336,1090,191410,191411,191412,274493,1091,84205,377431
197221	Thermosynechococcus elongatus BP-1	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Thermosynechococcus,Thermosynechococcus elongatus,Thermosynechococcus elongatus BP-1	1,131567,2,1117,1301283,1118,146785,146786,197221
1041504	Candidatus Arthromitus sp. SFB-rat-Yit	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus,Candidatus Arthromitus sp. SFB-rat-Yit	1,131567,2,1239,186801,186802,31979,49082,1041504
262768	Onion yellows phytoplasma OY-M	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma asteris,Onion yellows phytoplasma,Onion yellows phytoplasma OY-M	1,131567,2,544448,31969,186329,2146,33926,85620,100379,262768
598659	Nautilia profundicola AmH	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,Nautilia profundicola,Nautilia profundicola AmH	1,131567,2,1224,68525,29547,235899,224467,191291,244787,598659
574087	Acetohalobium arabaticum DSM 5501	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum,Acetohalobium arabaticum DSM 5501	1,131567,2,1239,186801,53433,53434,28186,28187,574087
246410	Coccidioides immitis RS	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Onygenales,mitosporic Onygenales,Coccidioides,Coccidioides immitis,Coccidioides immitis RS	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,34383,5500,5501,246410
670487	Oceanithermus profundus DSM 14977	no rank	root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,Oceanithermus profundus DSM 14977	1,131567,2,1297,188787,68933,188786,208447,187137,670487
352914	Plasmodium yoelii yoelii 17XNL	no rank	root,cellular organisms,Eukaryota,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodium,Plasmodium (Vinckeia),Plasmodium yoelii,Plasmodium yoelii yoelii,Plasmodium yoelii yoelii 17XNL	1,131567,2759,33630,5794,422676,5819,5820,418101,5861,73239,352914
656024	Frankia symbiont of Datisca glomerata	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Frankineae,Frankiaceae,Frankia,Frankia symbiont of Datisca glomerata	1,131567,2,201174,1760,85003,2037,85013,74712,1854,656024
557723	Haemophilus parasuis SH0165	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parasuis,Haemophilus parasuis SH0165	1,131567,2,1224,1236,135625,712,724,738,557723
665029	Erwinia amylovora CFBP1430	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia amylovora,Erwinia amylovora CFBP1430	1,131567,2,1224,1236,91347,543,551,552,665029
991905	Polymorphum gilvum SL003B-26A1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified Alphaproteobacteria,Polymorphum,Polymorphum gilvum,Polymorphum gilvum SL003B-26A1	1,131567,2,1224,28211,82117,991903,991904,991905
344747	Planctomyces maris DSM 8797	no rank	root,cellular organisms,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces maris,Planctomyces maris DSM 8797	1,131567,2,203682,203683,112,126,118,122,344747
634994	Leptotrichia hofstadii F0254	no rank	root,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia hofstadii,Leptotrichia hofstadii F0254	1,131567,2,32066,203490,203491,1129771,32067,157688,634994
484018	Bacteroides plebeius DSM 17135	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius,Bacteroides plebeius DSM 17135	1,131567,2,68336,976,200643,171549,815,816,310297,484018
484019	Thermosipho africanus TCF52B	no rank	root,cellular organisms,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermosipho,Thermosipho africanus,Thermosipho africanus TCF52B	1,131567,2,200918,188708,2419,188709,2420,2421,484019
484022	Francisella philomiragia subsp. philomiragia ATCC 25017	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella philomiragia,Francisella philomiragia subsp. philomiragia ATCC 25017	1,131567,2,1224,1236,72273,34064,262,28110,484022
999541	Burkholderia gladioli BSR3	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,Burkholderia gladioli BSR3	1,131567,2,1224,28216,80840,119060,32008,28095,999541
58051	Moritella sp. PE36	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella sp. PE36	1,131567,2,1224,1236,135622,267891,58050,58051
688246	Prevotella multisaccharivorax DSM 17128	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella multisaccharivorax,Prevotella multisaccharivorax DSM 17128	1,131567,2,68336,976,200643,171549,171552,838,310514,688246
279238	Novosphingobium aromaticivorans DSM 12444	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium aromaticivorans,Novosphingobium aromaticivorans DSM 12444	1,131567,2,1224,28211,204457,41297,165696,48935,279238
467661	Rhodobacteraceae bacterium KLH11	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified Rhodobacteraceae,Rhodobacteraceae bacterium KLH11	1,131567,2,1224,28211,204455,31989,58840,467661
198094	Bacillus anthracis str. Ames	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus anthracis,Bacillus anthracis str. Ames	1,131567,2,1239,91061,1385,186817,1386,86661,1392,198094
795359	Thermodesulfobacterium geofontis OPF15	no rank	root,cellular organisms,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacterium geofontis,Thermodesulfobacterium geofontis OPF15	1,131567,2,200940,67799,188710,188711,1740,1295609,795359
62928	Azoarcus sp. BH72	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,Azoarcus sp. BH72	1,131567,2,1224,28216,206389,75787,12960,62928
410358	Methanocorpusculum labreanum Z	no rank	root,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum Z	1,131567,2157,28890,224756,2191,88404,2192,83984,410358
410359	Pyrobaculum calidifontis JCM 11548	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum calidifontis,Pyrobaculum calidifontis JCM 11548	1,131567,2157,28889,183924,2266,2267,2276,181486,410359
533240	Cylindrospermopsis raciborskii CS-505	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,Cylindrospermopsis raciborskii CS-505	1,131567,2,1117,1161,1162,77021,77022,533240
467705	Streptococcus gordonii str. Challis substr. CH1	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,Streptococcus gordonii str. Challis,Streptococcus gordonii str. Challis substr. CH1	1,131567,2,1239,91061,186826,1300,1301,1302,29390,467705
533247	Raphidiopsis brookii D9	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Raphidiopsis,Raphidiopsis brookii,Raphidiopsis brookii D9	1,131567,2,1117,1161,1162,244599,668331,533247
582402	Hirschia baltica ATCC 49814	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,Hirschia baltica,Hirschia baltica ATCC 49814	1,131567,2,1224,28211,204455,69657,2723,2724,582402
500485	Penicillium rubens Wisconsin 54-1255	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum complex,Penicillium rubens,Penicillium rubens Wisconsin 54-1255	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5073,254878,1108849,500485
443143	Geobacter sp. M18	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M18	1,131567,2,1224,68525,28221,69541,213422,28231,443143
443144	Geobacter sp. M21	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M21	1,131567,2,1224,68525,28221,69541,213422,28231,443144
243159	Acidithiobacillus ferrooxidans ATCC 23270	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans ATCC 23270	1,131567,2,1224,1236,225057,225058,119977,920,243159
443152	Marinobacter algicola DG893	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter algicola,Marinobacter algicola DG893	1,131567,2,1224,1236,135622,72275,2742,236100,443152
243160	Burkholderia mallei ATCC 23344	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group,Burkholderia mallei,Burkholderia mallei ATCC 23344	1,131567,2,1224,28216,80840,119060,32008,111527,13373,243160
868131	Methanobacterium paludis	species	root,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium paludis	1,131567,2157,28890,183925,2158,2159,2160,868131
377629	Teredinibacter turnerae T7901	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales genera incertae sedis,Teredinibacter,Teredinibacter turnerae,Teredinibacter turnerae T7901	1,131567,2,1224,1236,135622,256005,2425,2426,377629
635013	Thermincola potens JR	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Thermincola,Thermincola potens,Thermincola potens JR	1,131567,2,1239,186801,186802,186807,278993,863643,635013
221988	Mannheimia succiniciproducens MBEL55E	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia,[Mannheimia] succiniciproducens,Mannheimia succiniciproducens MBEL55E	1,131567,2,1224,1236,135625,712,697331,157673,221988
546268	Neisseria subflava NJ9703	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,Neisseria subflava NJ9703	1,131567,2,1224,28216,206351,481,482,28449,546268
74546	Prochlorococcus marinus str. MIT 9312	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9312	1,131567,2,1117,1212,1217,1218,1219,74546
74547	Prochlorococcus marinus str. MIT 9313	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9313	1,131567,2,1117,1212,1217,1218,1219,74547
9031	Gallus gallus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Galloanserae,Galliformes,Phasianidae,Phasianinae,Gallus,Gallus gallus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,1549675,8976,9005,9072,9030,9031
1008459	Taylorella asinigenitalis MCE3	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella asinigenitalis,Taylorella asinigenitalis MCE3	1,131567,2,1224,28216,80840,506,29574,84590,1008459
140110	Nectria haematococca	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium solani species complex,Nectria haematococca	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,232080,140110
148304	Magnaporthiopsis poae	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis poae	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222544,639021,81093,1491576,148304
