#species name	tax id	core/periphery/adherent	source	source version
Mesorhizobium loti MAFF303099	266835	core	Refseq	not available
Kineococcus radiotolerans SRS30216	266940	core	Refseq	not available
Methanococcus maripaludis S2	267377	periphery	Refseq	not available
Ralstonia solanacearum GMI1000	267608	periphery	Refseq	not available
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	267671	periphery	Refseq	not available
Propionibacterium acnes KPA171202	267747	core	Refseq	not available
Mycoplasma mobile 163K	267748	periphery	Refseq	not available
Synechococcus elongatus PCC 6301	269084	periphery	Refseq	not available
Burkholderia vietnamiensis G4	269482	periphery	Refseq	not available
Ehrlichia canis str. Jake	269484	core	Refseq	not available
Rhodospirillum rubrum ATCC 11170	269796	core	Refseq	not available
Methanosarcina barkeri str. Fusaro	269797	core	Refseq	not available
Cytophaga hutchinsonii ATCC 33406	269798	core	Refseq	not available
Geobacter metallireducens GS-15	269799	core	Refseq	not available
Thermobifida fusca YX	269800	core	Refseq	not available
Marinobacter sp. ELB17	270374	periphery	Refseq	not available
Aeropyrum pernix K1	272557	core	Refseq	not available
Bacillus halodurans C-125	272558	periphery	Refseq	not available
Bacteroides fragilis NCTC 9343	272559	periphery	Refseq	not available
Burkholderia pseudomallei K96243	272560	periphery	Refseq	not available
Chlamydia trachomatis D/UW-3/CX	272561	periphery	Refseq	not available
Clostridium acetobutylicum ATCC 824	272562	periphery	Refseq	not available
Clostridium difficile 630	272563	periphery	Refseq	not available
Gluconacetobacter diazotrophicus PAl 5	272568	periphery	Refseq	not available
Haloarcula marismortui ATCC 43049	272569	periphery	Refseq	not available
Klebsiella pneumoniae subsp. pneumoniae MGH 78578	272620	periphery	Refseq	not available
Lactobacillus acidophilus NCFM	272621	periphery	Refseq	not available
Lactococcus lactis subsp. lactis Il1403	272623	periphery	Refseq	not available
Legionella pneumophila subsp. pneumophila str. Philadelphia 1	272624	periphery	Refseq	not available
Listeria innocua Clip11262	272626	periphery	Refseq	not available
Methylobacterium extorquens AM1	272630	periphery	Refseq	not available
Mycobacterium leprae TN	272631	periphery	Refseq	not available
Mycoplasma mycoides subsp. mycoides SC str. PG1	272632	periphery	Refseq	not available
Mycoplasma penetrans HF-2	272633	periphery	Refseq	not available
Mycoplasma pulmonis UAB CTIP	272635	periphery	Refseq	not available
Pasteurella multocida subsp. multocida str. Pm70	272843	periphery	Refseq	not available
Pyrococcus abyssi GE5	272844	periphery	Refseq	not available
Rhodobacter capsulatus SB 1003	272942	periphery	Refseq	not available
Rhodobacter sphaeroides 2.4.1	272943	periphery	Refseq	not available
Rickettsia prowazekii str. Madrid E	272947	periphery	Refseq	not available
Rickettsia sibirica 246	272951	core	Refseq	not available
Hyaloperonospora arabidopsidis	272952	core	Ensembl Protists	release 17
Sulfolobus solfataricus P2	273057	periphery	Refseq	not available
Sulfolobus tokodaii str. 7	273063	periphery	Refseq	not available
Thermoanaerobacter tengcongensis MB4	273068	core	Refseq	not available
Thermoplasma acidophilum DSM 1728	273075	periphery	Refseq	not available
Thermoplasma volcanium GSS1	273116	core	Refseq	not available
Ureaplasma parvum serovar 3 str. ATCC 700970	273119	core	Refseq	not available
Wolinella succinogenes DSM 1740	273121	core	Refseq	not available
uncultured marine group II euryarchaeote	274854	periphery	Refseq	not available
Pediococcus pentosaceus ATCC 25745	278197	core	Refseq	not available
Bacillus licheniformis DSM 13 = ATCC 14580	279010	periphery	Refseq	not available
Novosphingobium aromaticivorans DSM 12444	279238	periphery	Refseq	not available
Pseudogulbenkiania ferrooxidans 2002	279714	core	Refseq	not available
Staphylococcus haemolyticus JCSC1435	279808	periphery	Refseq	not available
Leifsonia xyli subsp. xyli str. CTCB07	281090	core	Refseq	not available
Caenorhabditis japonica	281687	periphery	Ensembl Metazoa	release 17
Desulfuromonas acetoxidans DSM 684	281689	core	Refseq	not available
Bartonella quintana str. Toulouse	283165	periphery	Refseq	not available
Bartonella henselae str. Houston-1	283166	periphery	Refseq	not available
Cryptococcus neoformans var. neoformans B 3501A	283643	periphery	Refseq	fungi
Idiomarina loihiensis L2TR	283942	core	Refseq	not available
Kluyveromyces lactis NRRL Y 1140	284590	core	Refseq	fungi
Candida glabrata CBS 138	284593	core	Refseq	fungi
Encephalitozoon cuniculi GB M1	284813	periphery	Refseq	fungi
Aurantimonas manganoxydans SI85-9A1	287752	core	Refseq	not available
Bradyrhizobium sp. BTAi1	288000	periphery	Refseq	not available
Renibacterium salmoninarum ATCC 33209	288705	core	Refseq	not available
Thermodesulfovibrio yellowstonii DSM 11347	289376	core	Refseq	not available
Mycoplasma bovis PG45	289397	periphery	Refseq	not available
Chlorobium limicola DSM 245	290315	periphery	Refseq	not available
Chlorobium phaeobacteroides DSM 266	290317	periphery	Refseq	not available
Chlorobium phaeovibrioides DSM 265	290318	periphery	Refseq	not available
Citrobacter koseri ATCC BAA-895	290338	periphery	Refseq	not available
Cronobacter sakazakii ATCC BAA-894	290339	core	Refseq	not available
Arthrobacter aurescens TC1	290340	periphery	Refseq	not available
Anaeromyxobacter dehalogenans 2CP-C	290397	core	Refseq	not available
Chromohalobacter salexigens DSM 3043	290398	core	Refseq	not available
Arthrobacter sp. FB24	290399	periphery	Refseq	not available
Jannaschia sp. CCS1	290400	core	Refseq	not available
Clostridium beijerinckii NCIMB 8052	290402	periphery	Refseq	not available
Borrelia garinii PBi	290434	periphery	Refseq	not available
Prosthecochloris aestuarii DSM 271	290512	core	Refseq	not available
Gluconobacter oxydans 621H	290633	core	Refseq	not available
Candidatus Blochmannia pennsylvanicus str. BPEN	291272	periphery	Refseq	not available
Ruegeria sp. TM1040	292414	core	Refseq	not available
Thiobacillus denitrificans ATCC 25259	292415	core	Refseq	not available
Symbiobacterium thermophilum IAM 14863	292459	core	Refseq	not available
Wolbachia endosymbiont strain TRS of Brugia malayi	292805	periphery	Refseq	not available
Rickettsia canadensis str. McKiel	293613	periphery	Refseq	not available
Rickettsia akari str. Hartford	293614	periphery	Refseq	not available
Alkaliphilus metalliredigens QYMF	293826	core	Refseq	not available
Meyerozyma guilliermondii ATCC 6260	294746	periphery	Refseq	fungi
Candida tropicalis MYA 3404	294747	periphery	Refseq	fungi
Polaromonas sp. JS666	296591	core	Refseq	not available
Legionella pneumophila str. Paris	297246	core	Refseq	not available
Photobacterium profundum SS9	298386	periphery	Refseq	not available
Frankia sp. EAN1pec	298653	periphery	Refseq	not available
Frankia sp. EuI1c	298654	periphery	Refseq	not available
Thermus thermophilus HB8	300852	periphery	Refseq	not available
Methanocella paludicola SANAE	304371	periphery	Refseq	not available
Campylobacter coli RM2228	306254	periphery	Refseq	not available
Campylobacter lari RM2100	306263	periphery	Refseq	not available
Campylobacter upsaliensis RM3195	306264	periphery	Refseq	not available
Corynebacterium jeikeium K411	306537	periphery	Refseq	not available
Chaetomium globosum CBS 148.51	306901	core	Refseq	fungi
Clavispora lusitaniae ATCC 42720	306902	periphery	Refseq	fungi
Coprothermobacter proteolyticus DSM 5265	309798	core	Refseq	not available
Dictyoglomus thermophilum H-6-12	309799	periphery	Refseq	not available
Haloferax volcanii DS2	309800	core	Refseq	not available
Thermomicrobium roseum DSM 5159	309801	core	Refseq	not available
Thermotoga neapolitana DSM 4359	309803	periphery	Refseq	not available
Salinibacter ruber DSM 13855	309807	core	Refseq	not available
Agrobacterium vitis S4	311402	periphery	Refseq	not available
Agrobacterium radiobacter K84	311403	periphery	Refseq	not available
Dehalococcoides sp. VS	311424	periphery	Refseq	not available
Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1	312153	core	Refseq	not available
marine actinobacterium PHSC20C1	312284	periphery	Refseq	not available
Vibrio fischeri ES114	312309	periphery	Refseq	not available
Janibacter sp. HTCC2649	313589	core	Refseq	not available
Dokdonia donghaensis MED134	313590	core	Refseq	not available
Polaribacter irgensii 23-P	313594	periphery	Refseq	not available
Psychroflexus torquis ATCC 700755	313595	core	Refseq	not available
Robiginitalea biformata HTCC2501	313596	core	Refseq	not available
Polaribacter sp. MED152	313598	core	Refseq	not available
Maribacter sp. HTCC2170	313603	core	Refseq	not available
Microscilla marina ATCC 23134	313606	core	Refseq	not available
Lyngbya sp. PCC 8106	313612	core	Refseq	not available
Nodularia spumigena CCY9414	313624	core	Refseq	not available
Synechococcus sp. BL107	313625	periphery	Refseq	not available
Bacillus sp. NRRL B-14911	313627	periphery	Refseq	not available
Lentisphaera araneosa HTCC2155	313628	core	Refseq	not available
Erythrobacter litoralis HTCC2594	314225	periphery	Refseq	not available
Blastopirellula marina DSM 3645	314230	core	Refseq	not available
Fulvimarina pelagi HTCC2506	314231	core	Refseq	not available
Loktanella vestfoldensis SKA53	314232	core	Refseq	not available
Nitrobacter sp. Nb-311A	314253	periphery	Refseq	not available
Oceanicaulis sp. HTCC2633	314254	core	Refseq	not available
Oceanicola granulosus HTCC2516	314256	periphery	Refseq	not available
Parvularcula bermudensis HTCC2503	314260	core	Refseq	not available
Roseobacter sp. MED193	314262	periphery	Refseq	not available
Roseovarius sp. 217	314264	periphery	Refseq	not available
Pelagibaca bermudensis HTCC2601	314265	core	Refseq	not available
Sphingomonas sp. SKA58	314266	periphery	Refseq	not available
Rhodobacteraceae bacterium HTCC2083	314270	periphery	Refseq	not available
Maritimibacter alkaliphilus HTCC2654	314271	core	Refseq	not available
Alteromonas macleodii str. 'Deep ecotype'	314275	core	Refseq	not available
Idiomarina baltica OS145	314276	periphery	Refseq	not available
Marinomonas sp. MED121	314277	periphery	Refseq	not available
Nitrococcus mobilis Nb-231	314278	core	Refseq	not available
Psychromonas sp. CNPT3	314282	periphery	Refseq	not available
Reinekea blandensis MED297	314283	core	Refseq	not available
Congregibacter litoralis KT71	314285	core	Refseq	not available
gamma proteobacterium HTCC2207	314287	periphery	Refseq	not available
Photobacterium angustum S14	314292	periphery	Refseq	not available
Lactobacillus sakei subsp. sakei 23K	314315	periphery	Refseq	not available
Mariprofundus ferrooxydans PV-1	314345	core	Refseq	not available
Xanthomonas campestris pv. campestris str. 8004	314565	periphery	Refseq	not available
beta proteobacterium KB13	314607	periphery	Refseq	not available
Shewanella benthica KT99	314608	periphery	Refseq	not available
Borrelia hermsii DAH	314723	periphery	Refseq	not available
Borrelia turicatae 91E135	314724	periphery	Refseq	not available
Rickettsia felis URRWXCal2	315456	periphery	Refseq	not available
Bacillus weihenstephanensis KBAB4	315730	periphery	Refseq	not available
Bacillus cytotoxicus NVH 391-98	315749	periphery	Refseq	not available
Bacillus pumilus SAFR-032	315750	periphery	Refseq	not available
Rhodopseudomonas palustris BisA53	316055	periphery	Refseq	not available
Rhodopseudomonas palustris BisB18	316056	periphery	Refseq	not available
Rhodopseudomonas palustris BisB5	316057	periphery	Refseq	not available
Rhodopseudomonas palustris HaA2	316058	periphery	Refseq	not available
Geobacter sp. FRC-32	316067	periphery	Refseq	not available
Xanthomonas campestris pv. vesicatoria str. 85-10	316273	periphery	Refseq	not available
Herpetosiphon aurantiacus DSM 785	316274	core	Refseq	not available
Aliivibrio salmonicida LFI1238	316275	core	Refseq	not available
Synechococcus sp. RCC307	316278	periphery	Refseq	not available
Synechococcus sp. CC9902	316279	periphery	Refseq	not available
Escherichia coli str. K-12 substr. DH10B 8	316385	periphery	Refseq	not available
Escherichia coli str. K-12 substr. W3110 167	316407	periphery	Refseq	not available
Thiomicrospira crunogena XCL-2	317025	core	Refseq	not available
Sphingopyxis alaskensis RB2256	317655	core	Refseq	not available
Shewanella denitrificans OS217	318161	periphery	Refseq	not available
Shewanella frigidimarina NCIMB 400	318167	periphery	Refseq	not available
Paracoccus denitrificans PD1222	318586	core	Refseq	not available
Magnaporthe oryzae	318829	core	Ensembl Fungi	release 17
Shewanella putrefaciens CN-32	319224	core	Refseq	not available
Chlorobium luteolum DSM 273	319225	periphery	Refseq	not available
Deinococcus geothermalis DSM 11300	319795	periphery	Refseq	not available
Anaplasma marginale str. Florida	320483	periphery	Refseq	not available
Pedosphaera parvula Ellin514	320771	core	Refseq	not available
Synechococcus sp. JA-3-3Ab	321327	periphery	Refseq	not available
Synechococcus sp. JA-2-3B'a(2-13)	321332	periphery	Refseq	not available
Brevibacterium linens BL2	321955	periphery	Refseq	not available
Aster yellows witches'-broom phytoplasma AYWB	322098	periphery	Refseq	not available
Scheffersomyces stipitis CBS 6054	322104	core	Refseq	fungi
Azotobacter vinelandii DJ	322710	core	Refseq	not available
Nitrobacter hamburgensis X14	323097	periphery	Refseq	not available
Nitrobacter winogradskyi Nb-255	323098	core	Refseq	not available
Methanospirillum hungatei JF-1	323259	core	Refseq	not available
Nitrosococcus oceani ATCC 19707	323261	periphery	Refseq	not available
Nitrosospira multiformis ATCC 25196	323848	core	Refseq	not available
Shewanella loihica PV-4	323850	periphery	Refseq	not available
Paenibacillus sp. JDR-2	324057	periphery	Refseq	not available
Chloroflexus aurantiacus J-10-fl	324602	periphery	Refseq	not available
Lactobacillus gasseri ATCC 33323	324831	periphery	Refseq	not available
Pelodictyon phaeoclathratiforme BU-1	324925	core	Refseq	not available
Shewanella baltica OS155	325240	periphery	Refseq	not available
Shewanella amazonensis SB2B	326297	periphery	Refseq	not available
Sulfurimonas denitrificans DSM 1251	326298	core	Refseq	not available
Bacillus amyloliquefaciens FZB42	326423	periphery	Refseq	not available
Frankia alni ACN14a	326424	periphery	Refseq	not available
Bifidobacterium breve UCC2003	326426	periphery	Refseq	not available
Chloroflexus aggregans DSM 9485	326427	core	Refseq	not available
Pseudoalteromonas haloplanktis TAC125	326442	periphery	Refseq	not available
Shewanella sp. HN-41	327275	periphery	Refseq	not available
Acaryochloris marina MBIC11017	329726	core	Refseq	not available
Candidatus Nitrospira defluvii	330214	core	Refseq	not available
Sulfolobus acidocaldarius DSM 639	330779	periphery	Refseq	not available
Blattabacterium sp. (Blattella germanica) str. Bge	331104	core	Refseq	not available
Simkania negevensis Z	331113	core	Refseq	not available
Chlamydophila pecorum E58	331635	periphery	Refseq	not available
Chlamydophila psittaci 6BC	331636	periphery	Refseq	not available
Chlorobium phaeobacteroides BS1	331678	periphery	Refseq	not available
alpha proteobacterium BAL199	331869	periphery	Refseq	not available
Ferroplasma acidarmanus fer1	333146	core	Refseq	not available
Theileria parva strain Muguga	333668	periphery	Refseq	protozoa
Carnobacterium sp. AT7	333990	core	Refseq	not available
Finegoldia magna ATCC 29328	334413	core	Refseq	not available
Nitrosomonas eutropha C91	335283	core	Refseq	not available
Psychrobacter cryohalolentis K5	335284	core	Refseq	not available
Syntrophomonas wolfei subsp. wolfei str. Goettingen	335541	core	Refseq	not available
Syntrophobacter fumaroxidans MPOB	335543	core	Refseq	not available
Candidatus Pelagibacter ubique HTCC1062	335992	periphery	Refseq	not available
Uncinocarpus reesii 1704	336963	periphery	Refseq	fungi
Vibrio harveyi ATCC BAA-1116	338187	periphery	Refseq	not available
Pelobacter carbinolicus DSM 2380	338963	periphery	Refseq	not available
Pelobacter propionicus DSM 2379	338966	core	Refseq	not available
Rhodoferax ferrireducens T118	338969	core	Refseq	not available
Burkholderia ambifaria AMMD	339670	periphery	Refseq	not available
Actinobacillus succinogenes 130Z	339671	periphery	Refseq	not available
Ajellomyces capsulatus NAm1	339724	periphery	Refseq	fungi
Methanosphaera stadtmanae DSM 3091	339860	core	Refseq	not available
Thermoanaerobacter pseudethanolicus ATCC 33223	340099	periphery	Refseq	not available
